Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],Uncertainty [m],Distance along road [m],Azimuth [°],Pick,x,y,Direction,Direction_manual,Curve,Notice,Direction_manual_simplified,Lithology,slope_deg
1667,15954.9,46.76589,-121.79298,977.0,11.3,14834.6,217.0,False,-4268.745651,-2220.11786,SW,SW,True,,SW,Qs,5.4278645515441895
1668,15964.4,46.76583,-121.79305,977.0,11.3,14843.1,216.0,True,-4274.082057,-2226.789556,SW,SW,True,,SW,Qs,3.7887842655181885
1669,15974.0,46.76577,-121.79311,976.0,11.3,14851.5,216.0,True,-4278.65681,-2233.461251,SW,SW,True,,SW,Qs,0.9418151378631592
1670,15983.6,46.76571,-121.79318,976.0,11.3,14859.9,216.0,True,-4283.99324,-2240.132946,SW,SW,True,,SW,Qs,6.9979987144470215
1671,15993.1,46.76564,-121.79325,976.0,10.9,14869.1,216.0,True,-4289.330477,-2247.91659,SW,SW,True,,SW,Qs,7.980155944824219
1672,16002.7,46.76557,-121.79332,976.0,10.5,14878.3,215.0,True,-4294.667729,-2255.700235,SW,SW,True,,SW,Qs,7.834444046020508
1673,16012.3,46.7655,-121.79339,975.0,10.2,14887.4,215.0,True,-4300.004994,-2263.483879,SW,SW,True,,SW,Qs,9.373591423034668
1674,16021.9,46.76544,-121.79346,975.0,10.2,14896.6,218.0,True,-4305.341474,-2270.155574,SW,SW,True,,SW,Qs,1.4575382471084595
1675,16031.4,46.76537,-121.79355,975.0,9.8,14907.4,221.0,True,-4312.202108,-2277.939219,SW,SW,True,,SW,Qs,1.9352872371673584
1676,16041.0,46.7653,-121.79365,974.0,10.6,14918.1,223.0,True,-4319.824432,-2285.722863,SW,SW,True,,SW,Qs,3.769594430923462
1677,16050.6,46.76523,-121.79375,974.0,11.3,14928.9,223.0,True,-4327.446775,-2293.506507,SW,SW,True,,SW,Qs,3.589979648590088
1678,16060.1,46.76516,-121.79385,973.0,11.3,14939.6,223.0,True,-4335.069139,-2301.290152,SW,SW,True,,SW,Qs,2.8970084190368652
1679,16069.7,46.76509,-121.79394,973.0,11.3,14950.4,228.0,True,-4341.929847,-2309.073796,SW,SW,True,,SW,Qs,2.8118364810943604
1680,16079.3,46.76503,-121.79407,973.0,11.8,14962.0,232.0,True,-4351.836469,-2315.745491,SW,SW,True,,SW,Qs,4.674346923828125
1681,16088.9,46.76497,-121.79419,972.0,12.2,14973.6,236.0,True,-4360.981437,-2322.417186,SW,SW,True,,SW,Qs,8.612732887268066
1682,16098.4,46.76491,-121.79432,972.0,12.6,14985.2,240.0,True,-4370.888102,-2329.088882,WSW,WSW,True,,SW,Qs,3.6511878967285156
1683,16108.0,46.76487,-121.79446,971.0,12.5,14996.6,245.0,True,-4381.554841,-2333.536678,WSW,WSW,True,,SW,Qs,7.723775386810303
1684,16117.6,46.76484,-121.7946,971.0,12.4,15008.0,249.0,True,-4392.220781,-2336.872526,WSW,WSW,True,,SW,Qs,2.8899450302124023
1685,16127.1,46.7648,-121.79474,970.0,12.3,15019.4,252.0,True,-4402.88755,-2341.320323,WSW,WSW,True,,SW,Qs,2.9079713821411133
1686,16136.7,46.76479,-121.79481,970.0,9.8,15024.9,254.0,True,-4408.220122,-2342.432272,WSW,WSW,True,,SW,Qs,1.9674794673919678
1687,16146.3,46.76478,-121.79488,969.0,12.7,15030.5,257.0,True,-4413.552696,-2343.544221,WSW,WSW,True,,SW,Qs,4.378229141235352
1688,16155.8,46.76477,-121.79495,969.0,15.6,15036.1,257.0,True,-4418.885272,-2344.65617,WSW,WSW,True,,SW,Qs,2.6895368099212646
1689,16165.4,46.76475,-121.79502,969.0,15.6,15041.6,257.0,True,-4424.218671,-2346.880069,WSW,WSW,True,,SW,Qs,3.54945707321167
1690,16175.0,46.76474,-121.79509,968.0,15.6,15047.2,257.0,True,-4429.551252,-2347.992018,WSW,WSW,True,,SW,Qs,2.2995541095733643
1691,16184.6,46.76473,-121.79516,968.0,15.6,15052.7,257.0,True,-4434.883835,-2349.103967,WSW,WSW,True,,SW,Qs,2.140902519226074
1692,16194.1,46.7647,-121.79533,968.0,12.0,15065.5,257.0,True,-4447.834873,-2352.439815,WSW,WSW,True,,SW,Qs,2.866750478744507
1693,16203.7,46.76468,-121.79549,967.0,10.7,15078.2,257.0,True,-4460.023417,-2354.663713,WSW,WSW,True,,SW,Qs,4.599273681640625
1694,16213.3,46.76465,-121.79565,966.0,14.3,15090.9,257.0,True,-4472.2128,-2357.999561,WSW,WSW,True,,SW,Qs,2.8243484497070312
1695,16222.8,46.76463,-121.79582,966.0,14.3,15103.6,252.0,True,-4485.163046,-2360.223459,WSW,WSW,True,,SW,Qs,4.509801864624023
1696,16232.4,46.7646,-121.7959,966.0,11.4,15110.5,248.0,True,-4491.258999,-2363.559307,WSW,SW,True,,SW,Qs,3.916811466217041
1697,16242.0,46.76457,-121.79598,965.0,10.7,15117.4,244.0,True,-4497.354959,-2366.895154,WSW,SW,True,,SW,Qs,5.261033535003662
1698,16251.6,46.76454,-121.79606,965.0,13.6,15124.3,244.0,True,-4503.450925,-2370.231002,WSW,SW,True,,SW,Qs,3.832524299621582
1699,16261.1,46.76452,-121.79614,964.0,13.6,15131.2,244.0,True,-4509.546062,-2372.4549,WSW,SW,True,,SW,Qs,2.848179817199707
1700,16270.7,46.76449,-121.79622,964.0,13.6,15138.1,242.0,True,-4515.642041,-2375.790748,WSW,SW,True,,SW,Qs,2.4390978813171387
1701,16280.3,46.76444,-121.79634,964.0,11.8,15148.6,240.0,True,-4524.786442,-2381.350494,WSW,SW,True,,SW,Qs,6.116797924041748
1702,16289.8,46.76439,-121.79645,963.0,10.0,15159.1,238.0,True,-4533.169175,-2386.91024,WSW,SW,True,,SW,Qs,6.340292930603027
1703,16299.4,46.76434,-121.79657,963.0,11.0,15169.6,238.0,True,-4542.31361,-2392.469985,WSW,SW,True,,SW,Qs,3.1384193897247314
1704,16309.0,46.76429,-121.79669,962.0,11.0,15180.1,238.0,True,-4551.458061,-2398.029731,WSW,SW,True,,SW,Qs,1.2502729892730713
1705,16318.6,46.76424,-121.79681,962.0,11.0,15190.6,238.0,True,-4560.602529,-2403.589477,WSW,SW,True,,SW,Qs,0.2918754518032074
1706,16328.1,46.76421,-121.79686,962.0,11.0,15195.5,237.0,True,-4564.413506,-2406.925325,WSW,SW,True,,SW,Qs,4.8024139404296875
1707,16337.7,46.76419,-121.79691,961.0,13.8,15200.3,237.0,True,-4568.223639,-2409.149223,WSW,SW,True,,SW,Qs,5.719900131225586
1708,16347.3,46.76417,-121.79696,961.0,16.7,15205.2,237.0,True,-4572.033775,-2411.373122,WSW,SW,True,,SW,Qs,4.4834723472595215
1709,16356.8,46.76414,-121.79702,961.0,16.7,15210.0,237.0,False,-4576.606452,-2414.708969,WSW,SW,True,,SW,Qs,3.768371820449829
1710,16366.4,46.76412,-121.79707,961.0,16.7,15214.9,237.0,False,-4580.416594,-2416.932868,WSW,SW,True,,SW,Qs,4.619246006011963
1711,16376.0,46.7641,-121.79712,960.0,16.7,15219.7,237.0,False,-4584.226739,-2419.156766,WSW,SW,True,,SW,Qs,2.8846826553344727
1712,16385.6,46.76407,-121.79718,960.0,16.7,15224.6,237.0,False,-4588.799429,-2422.492614,WSW,SW,True,,SW,Qs,0.9044158458709717
1713,16395.1,46.76405,-121.79723,960.0,16.7,15229.4,237.0,False,-4592.60958,-2424.716512,WSW,SW,True,,SW,Qs,4.56464147567749
1714,16404.7,46.76402,-121.79728,960.0,16.7,15234.3,237.0,False,-4596.420588,-2428.052359,WSW,SW,True,,SW,Qs,0.7671488523483276
1715,16414.3,46.764,-121.79734,959.0,16.7,15239.1,237.0,True,-4600.992437,-2430.276258,WSW,SW,True,,SW,Qs,2.0282998085021973
1716,16423.8,46.76398,-121.79739,959.0,16.7,15243.9,237.0,True,-4604.802599,-2432.500156,WSW,SW,True,,SW,Qs,2.7691597938537598
1717,16433.4,46.76392,-121.79751,958.0,13.8,15254.5,237.0,True,-4613.948025,-2439.171851,WSW,SW,True,,SW,Qs,5.499734878540039
1718,16443.0,46.76387,-121.79762,958.0,10.9,15265.1,237.0,True,-4622.330922,-2444.731597,WSW,SW,True,,SW,Qs,17.072315216064453
1719,16452.5,46.76382,-121.79774,957.0,11.1,15275.7,237.0,True,-4631.475527,-2450.291343,WSW,SW,True,,SW,Qs,10.030357360839844
1720,16462.1,46.76377,-121.79786,957.0,11.1,15286.3,237.0,True,-4640.620149,-2455.851089,WSW,SW,True,,SW,Qs,8.224336624145508
1721,16471.7,46.76372,-121.79797,956.0,11.1,15296.9,237.0,True,-4649.003094,-2461.410835,WSW,SW,True,,SW,Qs,5.159666538238525
1722,16481.3,46.76368,-121.79807,956.0,10.0,15305.3,238.0,True,-4656.623495,-2465.858632,WSW,SW,True,,SW,Qs,5.170196056365967
1723,16490.8,46.76364,-121.79816,956.0,10.2,15313.7,238.0,True,-4663.482211,-2470.306428,WSW,SW,True,,SW,Qs,2.68843150138855
1724,16500.4,46.7636,-121.79825,955.0,11.3,15322.1,238.0,True,-4670.340938,-2474.754225,WSW,SW,True,,SW,Qs,8.802186965942383
1725,16510.0,46.76356,-121.79835,955.0,11.3,15330.5,240.0,True,-4677.961371,-2479.202022,WSW,SW,True,,SW,Qs,2.7796032428741455
1726,16519.5,46.76353,-121.79844,955.0,11.5,15338.6,242.0,True,-4684.81925,-2482.537869,WSW,SW,True,,SW,Qs,3.757124662399292
1727,16529.1,46.76349,-121.79854,954.0,11.6,15346.7,244.0,True,-4692.439704,-2486.985666,WSW,SW,True,,SW,Qs,1.6013180017471313
1728,16538.7,46.76346,-121.79863,954.0,11.8,15354.7,244.0,True,-4699.297599,-2490.321514,WSW,SW,True,,SW,Qs,11.56789779663086
1729,16548.3,46.76343,-121.79873,954.0,11.8,15362.8,249.0,True,-4706.9172,-2493.657361,WSW,W,True,,SW,Qs,5.532045364379883
1730,16557.8,46.76342,-121.79883,954.0,12.0,15370.4,254.0,True,-4714.535059,-2494.76931,WSW,W,True,,SW,Qs,1.5393584966659546
1731,16567.4,46.7634,-121.79892,954.0,12.3,15378.0,259.0,True,-4721.392099,-2496.993209,W,W,True,,SW,Qs,2.6059482097625732
1732,16577.0,46.76339,-121.79902,953.0,12.5,15385.6,259.0,True,-4729.009965,-2498.105158,W,W,True,,SW,Qs,3.4658119678497314
1733,16586.5,46.76338,-121.79912,953.0,12.5,15393.2,267.0,True,-4736.627834,-2499.217107,W,W,True,,SW,Qs,3.504889726638794
1734,16596.1,46.76339,-121.79922,953.0,12.4,15401.0,274.0,True,-4744.243945,-2498.105158,W,W,True,,SW,Qs,3.6258163452148438
1735,16605.7,46.76341,-121.79932,952.0,12.4,15408.8,282.0,True,-4751.85917,-2495.88126,WNW,W,True,,SW,Qs,4.225528717041016
1736,16615.3,46.76342,-121.79942,952.0,12.3,15416.5,282.0,True,-4759.475274,-2494.76931,WNW,W,True,,SW,Qs,5.343400478363037
1737,16624.8,46.76343,-121.79952,952.0,12.3,15424.3,282.0,True,-4767.091374,-2493.657361,WNW,W,True,,SW,Qs,1.192389726638794
1738,16634.4,46.76345,-121.79962,951.0,12.3,15432.1,282.0,True,-4774.706586,-2491.433463,WNW,W,True,,SW,Qs,2.679730176925659
1739,16644.0,46.76346,-121.79972,951.0,12.3,15439.9,284.0,True,-4782.322679,-2490.321514,WNW,W,True,,SW,Qs,3.2100157737731934
1740,16653.5,46.76349,-121.79986,951.0,10.7,15450.8,286.0,True,-4792.983782,-2486.985666,WNW,W,True,,SW,Qs,4.502566337585449
1741,16663.1,46.76352,-121.79999,951.0,10.1,15461.8,288.0,True,-4802.883176,-2483.649819,WNW,W,True,,SW,Qs,3.6067750453948975
1742,16672.7,46.76355,-121.80013,951.0,11.7,15472.7,279.0,True,-4813.544255,-2480.313971,W,W,True,,SW,Qs,5.743289470672607
1743,16682.3,46.76354,-121.80022,951.0,9.7,15479.2,270.0,False,-4820.40042,-2481.42592,W,W,True,,SW,To,4.375439643859863
1744,16691.8,46.76353,-121.8003,951.0,11.9,15485.7,261.0,True,-4826.494891,-2482.537869,W,W,True,,SW,To,5.164869785308838
1745,16701.4,46.76352,-121.80038,950.0,14.2,15492.2,261.0,True,-4832.589364,-2483.649819,W,W,True,,SW,To,4.847160816192627
1746,16711.0,46.76352,-121.80047,950.0,14.2,15498.7,261.0,True,-4839.444638,-2483.649819,W,SW,True,,SW,To,5.454973220825195
1747,16720.5,46.76351,-121.80055,950.0,14.2,15505.2,249.0,True,-4845.539114,-2484.761768,WSW,SW,True,,SW,To,6.946480751037598
1748,16730.1,46.76344,-121.80065,950.0,12.4,15515.3,237.0,True,-4853.162393,-2492.545412,WSW,SW,True,,SW,To,5.462296009063721
1749,16739.7,46.76338,-121.80074,950.0,10.6,15525.4,226.0,True,-4860.02309,-2499.217107,SW,SW,True,,SW,To,10.079968452453613
1750,16749.2,46.76332,-121.80084,949.0,10.4,15535.5,226.0,True,-4867.645502,-2505.888802,SW,SW,True,,SW,To,10.687434196472168
1751,16758.8,46.76325,-121.80093,949.0,10.4,15545.6,226.0,True,-4874.507135,-2513.672447,SW,SW,True,,SW,To,10.107148170471191
1752,16768.4,46.76319,-121.80103,949.0,10.4,15555.7,223.0,True,-4882.129581,-2520.344142,SW,SW,True,,SW,To,0.8215957880020142
1753,16778.0,46.76312,-121.8011,948.0,10.2,15565.5,220.0,False,-4887.467844,-2528.127786,SW,SW,True,,SW,To,4.7496747970581055
1754,16787.5,46.76305,-121.80118,948.0,10.0,15575.3,217.0,False,-4893.567825,-2535.91143,SW,SW,True,,SW,To,7.796411037445068
1755,16797.1,46.76298,-121.80126,947.0,9.9,15585.0,217.0,False,-4899.667821,-2543.695074,SW,SW,True,,SW,To,3.7336795330047607
1756,16806.7,46.76291,-121.80134,947.0,9.9,15594.8,217.0,False,-4905.767833,-2551.478719,SW,SW,True,,SW,To,4.823713779449463
1757,16816.2,46.76284,-121.80142,946.0,9.9,15604.6,218.0,False,-4911.867861,-2559.262363,SW,SW,True,,SW,To,8.154504776000977
1758,16825.8,46.76279,-121.80148,946.0,10.3,15612.3,220.0,False,-4916.442664,-2564.822109,SW,SW,True,,SW,To,3.8980770111083984
1759,16835.4,46.76274,-121.80154,946.0,11.8,15619.0,221.0,False,-4921.017476,-2570.381855,SW,SW,True,,SW,To,0.7825284600257874
1760,16845.0,46.7627,-121.8016,946.0,13.3,15625.8,222.0,False,-4925.591382,-2574.829651,SW,SW,True,,SW,To,5.389257907867432
1761,16854.5,46.76265,-121.80166,945.0,13.8,15632.5,222.0,False,-4930.16621,-2580.389397,SW,SW,True,,SW,To,4.535409927368164
1762,16864.1,46.76261,-121.80172,945.0,13.8,15639.2,223.0,False,-4934.74013,-2584.837194,SW,SW,True,,SW,To,3.010286808013916
1763,16873.7,46.76256,-121.80178,945.0,13.8,15646.0,225.0,False,-4939.314974,-2590.39694,SW,SW,True,,SW,To,4.473794937133789
1764,16883.2,46.76252,-121.80185,944.0,13.8,15652.7,228.0,False,-4944.65062,-2594.844736,SW,SW,True,,SW,To,2.523135185241699
1765,16892.8,46.76249,-121.80191,944.0,13.8,15659.4,230.0,False,-4949.223643,-2598.180584,SW,SW,True,,SW,To,2.116318702697754
1766,16902.4,46.76245,-121.80198,944.0,13.8,15666.1,230.0,True,-4954.559303,-2602.628381,SW,SW,True,,SW,To,3.6485795974731445
1767,16912.0,46.76241,-121.80205,943.0,13.8,15672.9,230.0,True,-4959.894971,-2607.076177,SW,SW,True,,SW,To,3.121269702911377
1768,16921.5,46.76237,-121.80212,943.0,13.8,15679.6,232.0,True,-4965.230647,-2611.523974,SW,SW,True,,SW,To,4.334687232971191
1769,16931.1,46.76232,-121.80222,942.0,12.6,15688.9,234.0,True,-4972.852396,-2617.08372,SW,SW,True,,SW,To,2.6242527961730957
1770,16940.7,46.76227,-121.80232,942.0,11.3,15698.1,236.0,True,-4980.474159,-2622.643466,SW,SW,True,,SW,To,16.95979881286621
1771,16950.2,46.76223,-121.80242,942.0,10.0,15707.4,236.0,True,-4988.09501,-2627.091262,SW,SW,True,,SW,To,2.648723602294922
1772,16959.8,46.76218,-121.80252,941.0,10.0,15716.6,235.0,True,-4995.7168,-2632.651008,SW,SW,True,,SW,To,4.592759132385254
1773,16969.4,46.76213,-121.80261,941.0,10.1,15725.8,235.0,True,-5002.576887,-2638.210754,SW,SW,True,,SW,To,10.957060813903809
1774,16979.0,46.76208,-121.80271,940.0,10.1,15735.1,234.0,True,-5010.198704,-2643.7705,SW,SW,True,,SW,To,11.1261568069458
1775,16988.5,46.76203,-121.80281,940.0,10.1,15744.3,234.0,True,-5017.820535,-2649.330246,SW,SW,True,,SW,To,12.675764083862305
1776,16998.1,46.76199,-121.80291,940.0,10.1,15753.5,231.0,True,-5025.441448,-2653.778043,SW,SW,True,,SW,To,4.968067646026611
1777,17007.7,46.76192,-121.80299,940.0,10.0,15762.9,228.0,True,-5031.541735,-2661.561687,SW,SW,True,,SW,To,6.725677967071533
1778,17017.2,46.76186,-121.80308,940.0,9.9,15772.3,225.0,True,-5038.402823,-2668.233382,SW,SW,True,,SW,To,15.368657112121582
1779,17026.8,46.7618,-121.80317,939.0,9.8,15781.7,225.0,True,-5045.263927,-2674.905077,SW,SW,True,,SW,To,10.796143531799316
1780,17036.4,46.76174,-121.80325,939.0,9.8,15791.1,222.0,True,-5051.363324,-2681.576772,SW,SW,True,,SW,To,13.435532569885254
1781,17046.0,46.76168,-121.80333,938.0,9.9,15800.3,219.0,True,-5057.462734,-2688.248467,SW,SW,True,,SW,To,14.638028144836426
1782,17055.5,46.76161,-121.8034,938.0,10.1,15809.4,216.0,True,-5062.801374,-2696.032111,SW,SW,True,,SW,To,11.314422607421875
1783,17065.1,46.76154,-121.80347,938.0,10.2,15818.6,216.0,True,-5068.140027,-2703.815755,SW,SW,True,,SW,To,19.359508514404297
1784,17074.7,46.76148,-121.80354,937.0,10.2,15827.7,216.0,False,-5073.477752,-2710.48745,SW,SW,True,,SW,To,10.620569229125977
1785,17084.2,46.76141,-121.80361,936.0,10.2,15836.9,216.0,True,-5078.816433,-2718.271094,SW,SW,True,,SW,To,10.768458366394043
1786,17093.8,46.76135,-121.80368,936.0,10.2,15846.0,215.0,True,-5084.154183,-2724.942789,SW,SW,True,,SW,To,3.242537021636963
1787,17103.4,46.76128,-121.80374,936.0,10.3,15854.9,214.0,True,-5088.731161,-2732.726433,SW,SW,True,,SW,To,18.15316390991211
1788,17112.9,46.76121,-121.80381,936.0,10.4,15863.9,213.0,True,-5094.069881,-2740.510078,SSW,SW,True,,SW,To,8.392906188964844
1789,17122.5,46.76114,-121.80387,935.0,10.6,15872.8,213.0,True,-5098.646883,-2748.293722,SSW,SW,True,,SW,To,12.547003746032715
1790,17132.1,46.76108,-121.80394,935.0,10.6,15881.7,214.0,True,-5103.984682,-2754.965417,SW,SW,True,,SW,To,8.842710494995117
1791,17141.7,46.76099,-121.80403,935.0,10.1,15893.6,214.0,True,-5110.848804,-2764.972959,SW,SW,True,,SW,To,3.039515733718872
1792,17151.2,46.7609,-121.80411,934.0,11.6,15905.6,214.0,True,-5116.951214,-2774.980502,SW,SW,True,,SW,To,2.8587613105773926
1793,17160.8,46.76081,-121.8042,934.0,13.2,15917.5,214.0,True,-5123.81538,-2784.988044,SW,SW,True,,SW,To,3.5345170497894287
1794,17170.4,46.76077,-121.80425,934.0,10.2,15923.6,215.0,True,-5127.627864,-2789.435841,SW,SW,True,,SW,To,3.313021183013916
1795,17179.9,46.76072,-121.80429,934.0,11.9,15929.6,215.0,True,-5130.679569,-2794.995586,SW,SW,True,,SW,To,4.891003131866455
1796,17189.5,46.76068,-121.80434,934.0,14.9,15935.6,215.0,True,-5134.492064,-2799.443383,SW,SW,True,,SW,To,3.596266508102417
1797,17199.1,46.76063,-121.80438,933.0,14.9,15941.7,215.0,True,-5137.543781,-2805.003129,SW,SW,True,,SW,To,6.982345104217529
1798,17208.7,46.76059,-121.80443,933.0,14.9,15947.7,215.0,True,-5141.356287,-2809.450926,SW,SW,True,,SW,To,5.221292018890381
1799,17218.2,46.76054,-121.80447,933.0,14.9,15953.8,215.0,True,-5144.408015,-2815.010671,SW,SW,True,,SW,To,5.2152814865112305
1800,17227.8,46.76044,-121.80457,932.0,11.0,15967.5,215.0,True,-5152.034969,-2826.130163,SW,SW,True,,SW,To,8.702913284301758
1801,17237.4,46.76034,-121.80468,932.0,11.9,15981.2,214.0,True,-5160.423694,-2837.249654,SW,SW,True,,SW,To,3.9704761505126953
1802,17246.9,46.76024,-121.80478,932.0,15.8,15994.9,214.0,True,-5168.050706,-2848.369146,SW,SW,True,,SW,To,3.9216997623443604
1803,17256.5,46.76014,-121.80488,931.0,15.8,16008.6,212.0,True,-5175.677746,-2859.488638,SSW,SW,True,,SW,To,4.834378719329834
1804,17266.1,46.76006,-121.80493,930.0,13.4,16017.6,210.0,True,-5179.494161,-2868.384231,SSW,SW,True,,SW,To,6.831812858581543
1805,17275.7,46.75999,-121.80499,930.0,11.1,16026.7,208.0,True,-5184.071372,-2876.167875,SSW,SW,True,,SW,To,8.294299125671387
1806,17285.2,46.75992,-121.80504,930.0,10.4,16035.7,208.0,True,-5187.886847,-2883.951519,SSW,SW,True,,SW,To,7.532121181488037
1807,17294.8,46.75985,-121.8051,929.0,10.4,16044.7,206.0,True,-5192.46408,-2891.735163,SSW,SW,True,,SW,To,4.387901306152344
1808,17304.4,46.75982,-121.80511,929.0,13.2,16048.1,204.0,True,-5193.228721,-2895.07101,SSW,SW,True,,SW,To,5.88591194152832
1809,17313.9,46.75979,-121.80513,929.0,16.0,16051.4,202.0,True,-5194.755112,-2898.406858,SSW,SW,True,,SW,To,4.40989875793457
1810,17323.5,46.75976,-121.80515,928.0,18.9,16054.8,202.0,True,-5196.281505,-2901.742705,SSW,SW,True,,SW,To,4.289021968841553
1811,17333.1,46.75974,-121.80516,928.0,18.9,16058.2,202.0,True,-5197.045184,-2903.966604,SSW,SW,True,,SW,To,6.187099933624268
1812,17342.7,46.75971,-121.80518,928.0,18.9,16061.5,202.0,False,-5198.57158,-2907.302451,SSW,SW,True,,SW,To,5.098364353179932
1813,17352.2,46.75968,-121.8052,928.0,18.9,16064.9,202.0,False,-5200.097977,-2910.638299,SSW,SW,True,,SW,To,6.023868560791016
1814,17361.8,46.75965,-121.80521,928.0,18.9,16068.3,202.0,False,-5200.862624,-2913.974146,SSW,SW,True,,SW,To,2.521448850631714
1815,17371.4,46.75962,-121.80523,928.0,18.9,16071.6,202.0,False,-5202.389024,-2917.309993,SSW,SW,True,,SW,To,3.833359479904175
1816,17380.9,46.7596,-121.80525,927.0,18.9,16075.0,202.0,True,-5203.91446,-2919.533892,SSW,SW,True,,SW,To,2.264209508895874
1817,17390.5,46.75957,-121.80526,927.0,18.9,16078.4,202.0,True,-5204.679111,-2922.869739,SSW,SW,True,,SW,To,4.704375267028809
1818,17400.1,46.75954,-121.80528,927.0,18.9,16081.7,199.0,True,-5206.205515,-2926.205587,SSW,SW,True,,SW,To,5.187558174133301
1819,17409.6,46.75945,-121.80531,927.0,15.2,16092.4,196.0,True,-5208.499475,-2936.213129,SSW,S,True,,SW,To,2.2132887840270996
1820,17419.2,46.75935,-121.80534,926.0,11.5,16103.2,193.0,True,-5210.79441,-2947.332621,SSW,S,True,,SW,To,4.5865654945373535
1821,17428.8,46.75926,-121.80537,926.0,11.3,16113.9,193.0,True,-5213.088386,-2957.340163,SSW,S,True,,SW,To,4.4679179191589355
1822,17438.4,46.75916,-121.8054,925.0,11.3,16124.6,193.0,True,-5215.383337,-2968.459654,SSW,S,True,,SW,To,6.924666881561279
1823,17447.9,46.75907,-121.80543,925.0,11.3,16135.3,189.0,True,-5217.677328,-2978.467197,S,S,True,,SW,To,4.994699954986572
1824,17457.5,46.75901,-121.80544,925.0,9.6,16142.4,186.0,True,-5218.444899,-2985.138891,S,S,True,,SW,To,3.9609742164611816
1825,17467.1,46.75894,-121.80544,925.0,11.4,16149.6,183.0,True,-5218.451679,-2992.922535,S,S,True,,SW,To,6.035723686218262
1826,17476.6,46.75888,-121.80545,924.0,13.2,16156.7,183.0,True,-5219.219252,-2999.59423,S,S,True,,SW,To,5.278870582580566
1827,17486.2,46.75881,-121.80545,924.0,13.2,16163.8,183.0,True,-5219.226033,-3007.377874,S,S,True,,SW,To,5.823873996734619
1828,17495.8,46.75875,-121.80546,924.0,13.2,16170.9,183.0,True,-5219.993609,-3014.049569,S,S,True,,SW,To,2.760561227798462
1829,17505.4,46.75869,-121.80546,924.0,13.3,16178.0,183.0,True,-5219.999422,-3020.721264,S,S,True,,SW,To,1.9761582612991333
1830,17514.9,46.75862,-121.80546,923.0,13.3,16185.1,183.0,True,-5220.006203,-3028.504908,S,S,True,,SW,To,11.748313903808594
1831,17524.5,46.75856,-121.80547,923.0,13.3,16192.2,183.0,True,-5220.773783,-3035.176603,S,S,True,,SW,To,2.3992128372192383
1832,17534.1,46.7585,-121.80547,922.0,13.3,16199.2,183.0,True,-5220.779597,-3041.848298,S,S,True,,SW,To,4.75649881362915
1833,17543.6,46.75843,-121.80548,922.0,13.3,16206.3,185.0,True,-5221.548148,-3049.631942,S,S,True,,SW,To,3.5325207710266113
1834,17553.2,46.75834,-121.8055,922.0,11.6,16216.9,186.0,True,-5223.08041,-3059.639484,S,S,True,,SW,To,3.4665305614471436
1835,17562.8,46.75824,-121.80552,921.0,9.8,16227.5,188.0,True,-5224.613647,-3070.758975,S,S,True,,SW,To,1.0888464450836182
1836,17572.4,46.75815,-121.80554,921.0,11.1,16238.1,188.0,True,-5226.14592,-3080.766518,S,S,True,,SW,To,2.0058298110961914
1837,17581.9,46.75806,-121.80556,920.0,11.1,16248.7,188.0,True,-5227.678197,-3090.77406,S,S,True,,SW,To,2.3669424057006836
1838,17591.5,46.75796,-121.80558,920.0,11.1,16259.3,189.0,True,-5229.21145,-3101.893551,S,S,True,,SW,To,2.7934367656707764
1839,17601.1,46.7579,-121.8056,920.0,9.8,16266.3,190.0,True,-5230.740826,-3108.565246,S,S,True,,SW,To,3.0544660091400146
1840,17610.6,46.75784,-121.80561,919.0,11.7,16273.2,191.0,True,-5231.508428,-3115.236941,S,S,True,,SW,To,7.569050312042236
1841,17620.2,46.75778,-121.80563,919.0,13.5,16280.2,191.0,True,-5233.03781,-3121.908636,S,S,True,,SW,To,5.135593414306641
1842,17629.8,46.75771,-121.80565,918.0,13.5,16287.2,191.0,True,-5234.568166,-3129.692279,S,S,True,,SW,To,17.216493606567383
1843,17639.4,46.75765,-121.80566,918.0,13.5,16294.2,187.0,True,-5235.335775,-3136.363974,S,S,True,,SW,To,7.062467098236084
1844,17648.9,46.75758,-121.80567,918.0,12.7,16302.6,184.0,True,-5236.104357,-3144.147618,S,S,True,,SW,To,4.8943867683410645
1845,17658.5,46.7575,-121.80567,917.0,12.0,16311.1,181.0,True,-5236.112131,-3153.043211,S,S,True,,SW,To,18.580724716186523
1846,17668.1,46.75742,-121.80567,917.0,11.2,16319.6,181.0,True,-5236.119905,-3161.938804,S,S,True,,SW,To,16.087966918945312
1847,17677.6,46.75735,-121.80567,917.0,11.2,16328.0,181.0,True,-5236.126707,-3169.722448,S,S,True,,SW,To,5.7672834396362305
1848,17687.2,46.75727,-121.80567,916.0,11.2,16336.5,181.0,True,-5236.134481,-3178.618041,S,S,True,RIVER,SW,To,2.9138474464416504
1849,17696.8,46.7572,-121.80567,916.0,11.2,16345.0,179.0,True,-5236.141283,-3186.401685,S,S,True,RIVER,SW,To,7.723496437072754
1850,17706.3,46.75705,-121.80565,916.0,11.8,16361.3,177.0,True,-5234.632282,-3203.080922,S,S,True,RIVER,SW,To,9.446575164794922
